s_no,member_name,state,party,term,vacate_reason
80,Pathak Shri Saman,West Bengal,CPI(M),03/04/2006 02/04/2012,Retirement
81,Patil Shri Basawaraj,Karnataka,BJP,03/04/2012 02/04/2018,Retirement
82,Patil Shri Deorao,Maharashtra,CONG(I),03/04/1974 02/04/1980,"22/10/1978
Death"
83,Patil Shri Dinkarrao Govindrao,Maharashtra,CONG(I),03/04/1982 02/04/1988,Retirement
84,Patil Dr. Gopalrao Vithalrao,Maharashtra,BJP,03/04/1994 02/04/2000,Retirement
85,Patil Shri Gulabrao,Maharashtra,CONG(I),03/04/1966 02/04/1972,Retirement
85,Patil Shri Gulabrao,Maharashtra,CONG(I),03/04/1972 02/04/1978,Retirement
86,Patil Shri Pandharinath Sitaramji,Maharashtra,Congress,03/04/1962 02/04/1968,Retirement
86,Patil Shri Pandharinath Sitaramji,Maharashtra,Congress,03/04/1968 02/04/1974,Retirement
87,Patil Smt. Pratibha Devisingh,Maharashtra,CONG(I),05/07/1985 02/04/1990,Retirement
88,Patil Smt. Rajani,Maharashtra,INC,10/01/2013 02/04/2018,Retirement
89,Patil Shri Shivajirao Giridhar,Maharashtra,CONG(I),05/07/1992 04/07/1998,Retirement
90,Patil Shri Shivraj Vishwanath,Maharashtra,INC,05/07/2004 04/07/2010,"21/01/2010
Resignation"
91,Patil Shri Sonusing Dhansing,Bombay,Congress,22/04/1957 02/04/1958,Retirement
91,Patil Shri Sonusing Dhansing,Bombay,Congress,03/04/1958 02/04/1964,Retirement
92,Patil Smt. Suryakanta,Maharashtra,CONG(I),05/07/1986 04/07/1992,"17/11/1991
Elected to Lok Sabha"
93,Patil Shri Udhavrao Sahebrao,Maharashtra,O,03/04/1964 02/04/1970,"02/03/1967
Resignation"
94,Patil Shri Veerendra,Karnataka,JAN,10/04/1972 09/04/1978,Retirement
95,Patil Shri Vinayakrao Pandurang,Bombay,O,03/04/1960 02/04/1966,"01/12/1962
Resignation"
96,Patil Shri Vishwasrao Ramrao,Maharashtra,JD,03/04/1988 02/04/1994,"14/05/1993
Resignation"
97,Patil Puttappa Shri,Mysore,Congress,03/04/1962 02/04/1968,Retirement
97,Patil Puttappa Shri,Maharashtra,Congress,03/04/1968 02/04/1974,Retirement
98,Patnaik Shri Biju,Odisha,JD,13/05/1971 06/10/1971,"06/10/1971
Resignation"
99,Patnaik Shri Dibakar,Odisha,PSP,03/04/1958 02/04/1964,Retirement
100,Patnaik Smt. Jayanti,Odisha,CONG(I),03/04/1996 02/04/2002,"03/03/1998
Elected to Lok Sabha"
101,Patnaik Shri Soumya R.,Odisha,BJD,04/04/2018 03/04/2024,"06/06/2019
Resignation"
102,Patra Shri Narayan,Odisha,Congress,03/04/1964 02/04/1970,Retirement
103,Pattabiraman Shri T.S.,Madras,Congress,03/04/1952 02/04/1956,Retirement
103,Pattabiraman Shri T.S.,Madras,Congress,20/04/1957 02/04/1960,Retirement
103,Pattabiraman Shri T.S.,Madras,Congress,03/04/1960 02/04/1966,Retirement
104,Pattanayak Shri Bhabani Charan,Odisha,Congress,29/08/1961 02/04/1966,Retirement
104,Pattanayak Shri Bhabani Charan,Odisha,Congress,03/04/1966 02/04/1972,Retirement
104,Pattanayak Shri Bhabani Charan,Odisha,CONG(I),03/04/1978 02/04/1984,Retirement
105,Pattnaik Shri Sunil Kumar,Odisha,CONG(I),03/04/1984 02/04/1990,Retirement
106,Paul Shri Makhan,West Bengal,RSP,10/07/1981 09/07/1987,Retirement
107,Pawar Shri D.Y.,Bombay,Congress,03/04/1952 02/04/1956,Retirement
107,Pawar Shri D.Y.,Bombay,Congress,03/04/1956 02/04/1962,Retirement
107,Pawar Shri D.Y.,Bombay,Congress,03/04/1962 02/04/1968,Retirement
107,Pawar Shri D.Y.,Bombay,CONG(I),03/04/1972 02/04/1978,Retirement
108,Pendse Shri Lalji Moreshwar,Bombay,CPI,03/04/1958 02/04/1964,Retirement
109,Perumal Shri C.,Tamil Nadu,AIADMK,03/04/2002 02/04/2008,Retirement
110,Perween Smt. Kahkashan,Bihar,JD(U),10/04/2014 09/04/2020,Retirement
111,Pheruman Sardar Darshan Singh,Punjab,Congress,03/04/1952 02/04/1956,Retirement
111,Pheruman Sardar Darshan Singh,Punjab,Congress,03/04/1956 22/10/1956,Retirement
111,Pheruman Sardar Darshan Singh,Punjab,Congress,03/04/1958 02/04/1964,Retirement
112,Phool Singh Shri,Uttar Pradesh,Congress,11/08/1969 27/09/1970,"27/09/1970
Death"
113,Pilania Dr. Gyan Prakash,Rajasthan,BJP,29/06/2004 09/04/2008,Retirement
113,Pilania Dr. Gyan Prakash,Rajasthan,BJP,10/04/2008 09/04/2014,Retirement
114,Pillai Shri C. Narayana,Travancore Cochin,Congress,03/04/1952 02/04/1958,Retirement
115,Pillai Shri J. Sivashanmugam,Madras,Congress,03/04/1962 02/04/1968,Retirement
116,Pillai Shri K. Chandran,Kerala,CPI(M),22/04/2003 21/04/2009,Retirement
117,Pillai Shri S. Ramachandran,Kerala,CPI(M),22/04/1991 21/04/1997,Retirement
117,Pillai Shri S. Ramachandran,Kerala,CPI(M),22/04/1997 21/04/2003,Retirement
118,Pillai Shri Thennala G. Balakrishna,Kerala,CONG(I),30/07/1991 02/04/1992,Retirement
118,Pillai Shri Thennala G. Balakrishna,Kerala,CONG(I),03/04/1992 02/04/1998,Retirement
118,Pillai Shri Thennala G. Balakrishna,Kerala,INC,22/04/2003 21/04/2009,Retirement
119,Pitamber Das Shri,Uttar Pradesh,JS,03/04/1968 02/04/1974,Retirement
120,Poddar Dr. R.K.,West Bengal,CPI(M),12/03/1985 09/07/1987,Retirement
120,Poddar Dr. R.K.,West Bengal,CPI(M),10/07/1987 09/07/1993,Retirement
121,Poddar Shri Rajendra Kumar,Bihar,IND.,03/04/1968 02/04/1974,Retirement
121,Poddar Shri Rajendra Kumar,Bihar,IND.,03/04/1974 02/04/1980,Retirement
122,Poddar Shri Ramnath Anandilal,Rajasthan,Congress,03/04/1952 02/04/1954,Retirement
123,Poojary Shri Janardhana,Karnataka,CONG(I),03/04/1994 02/04/2000,Retirement
123,Poojary Shri Janardhana,Karnataka,INC,10/04/2002 09/04/2008,Retirement
124,Poonacha Shri C.M.,Mysore,Congress,03/04/1964 02/04/1970,"25/02/1967
Elected to Lok Sabha"
125,Poswal Shri K.L.,Haryana,CONG(I),13/02/1996 01/08/1998,Retirement
126,Poulose Shri C. O.,Kerala,CPI(M),07/04/1998 21/04/2003,"21/04/2003
Retirement"
127,Pradhan Shri Badri Narayan,West Bengal,CPI(M),03/04/1984 02/04/1990,"28/01/1986
Resignation"
128,Pradhan Shri Narendra,Odisha,JD,02/07/1992 01/07/1998,Retirement
129,Pradhan Shri Patitpaban,Odisha,LD,13/07/1977 02/04/1982,Retirement
130,Pradhan Smt. Renubala,Odisha,BJD,03/04/2008 02/04/2014,Retirement
131,Pradhan Smt. Saraswati,Odisha,CONG(I),03/04/1972 02/04/1978,Retirement
132,Pradhan Shri Satish,Maharashtra,SS,05/07/1992 04/07/1998,Retirement
132,Pradhan Shri Satish,Maharashtra,SS,05/07/1998 04/07/2004,Retirement
133,Pragada Kotaiah Shri,Andhra Pradesh,CONG(I),10/04/1990 09/04/1996,"26/11/1995
Death"
134,Prajapati Shri Praveen Kumar,Madhya Pradesh,CONG(I),30/06/1980 29/06/1986,Retirement
135,Prakash Shri Jai,Uttar Pradesh,BSP,04/08/2009 02/04/2012,Retirement
136,Prasad Shri Abhay Kant,Jharkhand,BJP,05/06/2002 07/07/2004,Retirement
137,Prasad Dr. Badri Nath,Nominated,NOM.,03/04/1964 02/04/1970,"18/01/1966
Death"
138,Prasad Shri K.L.N.,Andhra Pradesh,Congress,03/04/1970 02/04/1976,Retirement
138,Prasad Shri K.L.N.,Andhra Pradesh,Congress,03/04/1976 02/04/1982,Retirement
138,Prasad Shri K.L.N.,Andhra Pradesh,Congress,03/04/1982 02/04/1988,"16/07/1987
Death"
139,Prasad Smt. Leeladevi Renuka,Karnataka,JD,10/04/1996 09/04/2002,"22/04/1996
Resignation"
140,Prasad Shri Rajniti,Bihar,RJD,03/04/2006 02/04/2012,Retirement
141,Prasad Shri Ravi Shankar,Bihar,BJP,03/04/2000 02/04/2006,Retirement
141,Prasad Shri Ravi Shankar,Bihar,BJP,03/04/2006 02/04/2012,Retirement
141,Prasad Shri Ravi Shankar,Bihar,BJP,03/04/2012 02/04/2018,Retirement
141,Prasad Shri Ravi Shankar,Bihar,BJP,03/04/2018 02/04/2024,"23/05/2019
Elected to Lok Sabha"
142,Prasadrao Shri N.D.M.,Andhra Pradesh,CPI,30/11/1953 02/04/1956,Retirement
143,Prashant Shri Dharam Chander,Jammu & Kashmir,IND.,03/04/1982 02/04/1988,Retirement
144,Prem Manohar Shri,Uttar Pradesh,JS,03/04/1968 02/04/1974,Retirement
144,Prem Manohar Shri,Uttar Pradesh,JAN,14/07/1977 02/04/1980,Retirement
145,Premachandran Shri N. K.,Kerala,RSP,02/07/2000 01/07/2006,"17/05/2006
Resignation"
146,Prithwi Nath Shri,Uttar Pradesh,O,03/04/1968 02/04/1974,Retirement
147,Puglia Shri Naresh C.,Maharashtra,CONG(I),05/07/1986 04/07/1992,Retirement
148,Pulger Shri Khamsum Namgyal,Sikkim,SSP,20/10/1987 19/10/1993,"01/03/1988
Resignation"
149,Punj Shri Balbir,Uttar Pradesh,BJP,03/04/2000 02/04/2006,Retirement
149,Punj Shri Balbir,Odisha,BJP,03/04/2008 02/04/2014,Retirement
150,Punnaiah Shri Kota,Andhra Pradesh,Congress,03/04/1960 02/04/1966,Retirement
150,Punnaiah Shri Kota,Andhra Pradesh,Congress,03/04/1966 02/04/1972,Retirement
150,Punnaiah Shri Kota,Andhra Pradesh,Congress,10/04/1972 09/04/1978,Retirement
151,Purakayastha Shri Mahitosh,Assam,Congress,03/04/1966 02/04/1972,"21/03/1972
Resignation"
152,Puri Shri D.D.,Haryana,Congress,03/04/1970 02/04/1976,Retirement
153,Puri Shri Mukand Lal,Punjab,Congress,03/04/1952 11/01/1953,"11/01/1953
Death"
154,Pustake Shri Trimbak Damodar,Madhya Bharat,Congress,03/04/1952 02/04/1958,Retirement
154,Pustake Shri Trimbak Damodar,Madhya Bharat,Congress,03/04/1958 02/04/1964,"11/08/1960
Death1"
1,Qasim Shri Syyed Mir,Jammu & Kashmir,Congress,29/07/1975 10/11/1978,Retirement
2,Qausem Shri Mostafa Bin,West Bengal,CPI(M),03/04/1984 02/04/1990,Retirement
3,Qureshi Shri Abdul Gaiyur,Madhya Pradesh,Congress,10/04/1996 09/04/2002,Retirement
4,Qureshi Shri M. Shafi,Jammu & Kashmir,Congress,01/05/1965 30/04/1971,"23/01/1967
Elected to Lok Sabha"
1,Rachaiah Shri B.,Karnataka,Congress,03/04/1974 02/04/1980,"21/03/1977
Elected to Lok Sabha"
2,Radhakrishna Shri Puttapaga,Andhra Pradesh,TDP,10/04/1984 09/04/1990,Retirement
3,Rafique Alam Shri,Bihar,CONG(I),03/04/1982 02/04/1988,Retirement
3,Rafique Alam Shri,Bihar,CONG(I),03/04/1988 02/04/1994,Retirement
4,Raghavan Shri V.V.,Kerala,CPI,02/07/2000 01/07/2006,"27/10/2004
Death"
5,Raghavji Shri,Madhya Pradesh,BJP,12/08/1991 29/06/1992,Retirement
5,Raghavji Shri,Madhya Pradesh,BJP,03/04/1994 02/04/2000,Retirement
6,Raghu Vira Dr.,Bombay,Congress,03/04/1952 02/04/1956,Retirement
6,Raghu Vira Dr.,Bombay,Congress,03/04/1956 02/04/1962,Retirement
7,Raghubir Sinh Dr.,Madhya Bharat,Congress,03/04/1952 02/04/1954,Retirement
7,Raghubir Sinh Dr.,Madhya Bharat,Congress,03/04/1954 02/04/1960,Retirement
8,Raha Shri Sanat Kumar,West Bengal,CPI,03/04/1972 02/04/1978,Retirement
9,Rahman Shri Mohd. Khalleelur,Andhra Pradesh,TDP,05/10/1987 02/04/1988,Retirement
9,Rahman Shri Mohd. Khalleelur,Andhra Pradesh,TDP,03/04/1988 02/04/1994,Retirement
10,Rahman Shri Motiur,Bihar,RJD,08/07/2004 07/07/2010,"18/12/2007
Death"
11,Rahmath Ullah Shri K. Muhammad,Madras,Congress,03/04/1952 02/04/1954,Retirement
12,Rahmathulla Shri Mohammad,Andhra Pradesh,CONG(I),03/04/1976 02/04/1982,Retirement
13,Rai Shri Kalp Nath,Uttar Pradesh,Congress,03/04/1974 02/04/1980,Retirement
13,Rai Shri Kalp Nath,Uttar Pradesh,CONG(I),05/07/1980 04/07/1986,Retirement
13,Rai Shri Kalp Nath,Uttar Pradesh,CONG(I),05/07/1986 04/07/1992,"27/11/1989
Elected to Lok Sabha"
14,Rai Smt. Kum Kum,Bihar,RJD,03/04/2000 02/04/2006,Retirement
15,Rai Smt. Kusum,Uttar Pradesh,BJP,26/11/2008 25/11/2014,Retirement
16,Rai Shri Lajpat,Punjab,BJP,10/04/1998 09/04/2004,"09/04/2004
Retirement"
17,Rai Shri Ratna Bahadur,West Bengal,CPI(M),23/03/1989 02/04/1990,Retirement
17,Rai Shri Ratna Bahadur,West Bengal,CPI(M),03/04/1990 02/04/1996,Retirement
18,Raikar Smt. Bimba,Karnataka,INC,03/04/2000 02/04/2006,Retirement
19,Raja Shri D.,Tamil Nadu,CPI,25/07/2007 24/07/2013,Retirement
19,Raja Shri D.,Tamil Nadu,CPI,25/07/2013 24/07/2019,Retirement
20,Raja Ramanna Dr.,Uttar Pradesh,JD,23/03/1990 04/07/1992,"04/07/1992
Retirement"
20,Raja Ramanna Dr.,Nominated,NOM.,27/08/1997 26/08/2003,"26/08/2003
Retirement"
21,Rajabhoj Shri P. N.,Bombay,Congress,22/04/1957 02/04/1962,Retirement
22,Rajagopal Shri M.,Karnataka,CONG(I),03/04/1982 02/04/1988,Retirement
23,Rajagopal Shri O.,Madhya Pradesh,BJP,30/06/1992 29/06/1998,Retirement
23,Rajagopal Shri O.,Madhya Pradesh,BJP,30/06/1998 29/06/2004,Retirement
24,Rajagopalan Shri G.,Madras,Congress,03/04/1952 02/04/1958,Retirement
24,Rajagopalan Shri G.,Madras,Congress,03/04/1958 02/04/1964,Retirement
24,Rajagopalan Shri G.,Meghalaya,Congress,03/04/1964 02/04/1970,"16/11/1964
Death"
25,Rajagopalan Smt. G. Lalitha,Madras,Congress,13/01/1965 02/04/1970,Retirement
26,Rajah Shri H. D.,Madras,RPI,03/04/1952 02/04/1958,Retirement
26,Rajah Shri H. D.,Madras,RPI,03/04/1958 02/04/1964,"30/11/1959
Death"
27,Rajan Shri Ambeth,Uttar Pradesh,BSP,26/09/2007 04/07/2010,Retirement
27,Rajan Shri Ambeth,Uttar Pradesh,BSP,05/07/2010 04/07/2016,Retirement
28,Rajan Shri P.R.,Kerala,CPI(M),02/07/2006 01/07/2012,Retirement
29,Rajan Shri Pattiam,Kerala,CPI(M),03/04/1976 02/04/1982,Retirement
30,Rajangam Shri N.,Tamil Nadu,AIADMK,03/04/1984 02/04/1990,Retirement
31,Rajasekharam Shri Palavalasa,Andhra Pradesh,CONG(I),03/04/1976 02/04/1982,Retirement
32,Rajasekharan Shri M.V.,Karnataka,INC,10/04/2002 09/04/2008,Retirement
33,Rajeeve Shri P.,Kerala,CPI(M),22/04/2009 21/04/2015,Retirement
34,Rajendra Singh Ishwar Singh Shri,Madhya Pradesh,CONG(I),30/06/1980 02/04/1982,Retirement
35,Rajendran Shri N.,Tamil Nadu,AIADMK,25/07/1995 24/07/2001,Retirement
36,Rajendran Shri Sedapatti Suryanarayana Thevar,Tamil Nadu,DMK,03/04/1970 02/04/1976,Retirement
37,Rajinder Kaur Dr.(Smt.),Punjab,SAD,10/04/1978 09/04/1984,Retirement
38,Rajkumar Dr. Alladi P.,Andhra Pradesh,TDP,03/04/1994 02/04/2000,Retirement
38,Rajkumar Dr. Alladi P.,Andhra Pradesh,TDP,03/04/2000 02/04/2006,Retirement
39,Rajnarain Shri,Uttar Pradesh,Socialist,03/04/1966 02/04/1972,Retirement
39,Rajnarain Shri,Uttar Pradesh,BLD,03/04/1974 02/04/1980,"21/03/1977
Elected to Lok Sabha"
40,Raju Shri Alluri Satyanarayana,Andhra Pradesh,Congress,19/11/1953 02/04/1954,"02/04/1954
Resignation"
40,Raju Shri Alluri Satyanarayana,Andhra Pradesh,Congress,03/04/1954 02/04/1960,Retirement
41,Raju Shri J. S.,Tamil Nadu,DMK,25/07/1989 24/07/1995,Retirement
42,Raju Shri V. B.,Andhra Pradesh,Congress,03/04/1970 02/04/1976,Retirement
42,Raju Shri V. B.,Andhra Pradesh,Congress,03/04/1976 02/04/1982,Retirement
43,Raju Parmar Shri,Gujarat,CONG(I),03/04/1988 02/04/1994,Retirement
43,Raju Parmar Shri,Gujarat,CONG(I),03/04/1994 02/04/2000,Retirement
43,Raju Parmar Shri,Gujarat,INC,03/04/2000 02/04/2006,Retirement
44,Ram Chander Shri,Haryana,Congress,29/11/1966 02/04/1968,Retirement
45,Ram Prakash Dr.,Haryana,INC,23/03/2007 09/04/2008,Retirement
45,Ram Prakash Dr.,Haryana,INC,10/04/2008 09/04/2014,Retirement
46,Ram Ratan Ram Shri,Uttar Pradesh,BJP,05/07/1992 04/07/1998,Retirement
47,Ram Sahai Shri,Madhya Pradesh,Congress,03/04/1956 02/04/1962,Retirement
47,Ram Sahai Shri,Madhya Pradesh,Congress,03/04/1962 02/04/1968,Retirement
47,Ram Sahai Shri,Madhya Pradesh,Congress,03/04/1968 02/04/1974,Retirement
48,Ram Singh Sardar,Uttar Pradesh,Swatantra,03/04/1964 02/04/1970,"20/08/1969
Death"
49,Ramachandraiah Shri C.,Andhra Pradesh,TDP,03/04/1998 02/04/2004,Retirement
49,Ramachandraiah Shri C.,Andhra Pradesh,TDP,22/06/2004 21/06/2010,"22/01/2009
Resignation"
50,Ramachandran Shri G.,Nominated,NOM.,03/04/1964 02/04/1970,Retirement
51,Ramachandran Shri M. S.,Tamil Nadu,CONG(I),30/06/1980 29/06/1986,Retirement
52,Ramachandran Shri S. K. T.,Tamil Nadu,CONG(I),25/07/1989 24/07/1995,Retirement
53,Ramakrishnan Shri R.,Tamil Nadu,AIADMK,30/06/1980 29/06/1986,Retirement
54,Ramalingam Dr. K.P.,Tamil Nadu,DMK,30/06/2010 29/06/2016,Retirement
55,Ramalingam Shri K.V.,Tamil Nadu,AIADMK,30/06/2010 29/06/2016,"20/05/2011
Resignation"
56,Ramamurthy Shri Thindivanam K.,Nominated,CONG(I),09/05/1984 08/05/1990,Retirement
57,Ramamurti Shri P.,Madras,CPI,03/04/1960 02/04/1966,Retirement
57,Ramamurti Shri P.,Tamil Nadu,CPI(M),25/07/1977 24/07/1983,Retirement
58,Ramamurti Shri T. Nallamuthu,Madras,Congress,03/04/1956 02/04/1962,Retirement
59,Ramanathan Shri V.,Tamil Nadu,AIADMK,03/04/1984 02/04/1990,Retirement
60,Ramaswamy Shri Cho S.,Nominated,NOM.,22/11/1999 21/11/2005,Retirement
61,Ramaswamy Shri K. S.,Madras,Congress,03/04/1962 02/04/1968,Retirement
61,Ramaswamy Shri K. S.,Madras,Congress,03/04/1968 02/04/1974,Retirement
62,Ramaswamy Dr. M.A.M.,Karnataka,JD(S),01/07/2004 30/06/2010,Retirement
63,Ramaswamy Dr. Sasikala Pushpa,Tamil Nadu,AIADMK,03/04/2014 02/04/2020,Retirement
64,Ramaswamy Shri V. V.,Madras,O,20/03/1967 02/04/1968,Retirement
65,Ramaul Shri Shiva Nand,Himachal Pradesh,Congress,03/04/1962 02/04/1968,Retirement
66,Ramesh Babu Shri S. B.,Andhra Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement
67,Rameshwar Singh Shri,Uttar Pradesh,LD,03/04/1978 02/04/1984,Retirement
68,Ramiah Dr. K.,Nominated,NOM.,03/04/1968 02/04/1974,Retirement
69,Ramji Lal Shri,Haryana,CONG(I),02/08/1992 01/08/1998,"17/05/1993
Resignation"
69,Ramji Lal Shri,Haryana,CONG(I),03/04/1994 02/04/2000,Retirement
70,Ramoowalia Shri Balwant Singh,Uttar Pradesh,IND.,26/11/1996 25/11/2002,Retirement
71,Ranawat Shri Mahendra Singh,Rajasthan,Congress,03/04/1952 02/04/1954,Retirement
72,Ranbir Singh Shri,Haryana,Congress,10/04/1972 09/04/1978,Retirement
73,Ranga Shri N. G.,Madras,Congress,03/04/1952 02/04/1958,"16/03/1957
Elected to Lok Sabha"
73,Ranga Shri N. G.,Andhra Pradesh,CONG(I),18/07/1977 02/04/1980,"08/01/1980
Elected to Lok Sabha"
74,Ranganathan Shri S.,Tamil Nadu,IND.,03/04/1974 02/04/1980,Retirement
75,Rangarajan Dr. C.,Nominated,NOM.,09/08/2008 23/06/2010,"10/08/2009
Resignation"
76,Rangarajan Shri T.K.,Tamil Nadu,CPI(M),03/04/2008 02/04/2014,Retirement
76,Rangarajan Shri T.K.,Tamil Nadu,CPI(M),03/04/2014 02/04/2020,Retirement
77,Rangasayee Ramakrishna Shri,Karnataka,BJP,03/04/2012 02/04/2018,Retirement
78,Ranjit Singh Shri,Haryana,JD,12/09/1990 01/08/1992,Retirement
79,Rao Dr. A.Subba,Kerala,CPI,03/04/1958 02/04/1964,Retirement
80,Rao Prof. B. Ramachandra,Andhra Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement
81,Rao Shri B. Ramakrishna,Andhra Pradesh,Congress,21/06/1962 02/04/1966,Retirement
82,Rao Shri B. Shiva,Mysore,Congress,25/04/1957 02/04/1960,Retirement
83,Rao Shri B.S. Venkat,Hyderabad,Congress,03/04/1952 04/11/1953,"04/11/1953
Death"
84,Rao Shri D. Ramanuja,Andhra Pradesh,Congress,16/06/1960 02/04/1962,Retirement
85,Rao Dr. D. Venkateshwar,Andhra Pradesh,BJP,10/04/1996 09/04/2002,Retirement
86,Rao Dr. Dasari Narayana,Andhra Pradesh,INC,03/04/2000 02/04/2006,Retirement
86,Rao Dr. Dasari Narayana,Andhra Pradesh,INC,03/04/2006 02/04/2012,Retirement
87,Rao Shri Garikapati Mohan,Andhra Pradesh,TDP,10/04/2014 01/06/2014,"01/06/2014
Reorganisation of the State"
87,Rao Shri Garikapati Mohan,Telangana,BJP,02/06/2014 09/04/2020,Retirement
88,Rao Shri Gopala Rao,Andhra Pradesh,TDP,03/04/1986 02/04/1992,Retirement
89,Rao Shri K. Kalavenkata,Andhra Pradesh,TDP,03/04/1998 02/04/2004,Retirement
90,Rao Dr. K. L. Narasimha,Andhra Pradesh,Congress,03/04/1960 02/04/1966,Retirement
91,Rao Shri K. Rama Mohana,Andhra Pradesh,TDP,03/04/2000 02/04/2006,Retirement
92,Rao Shri K. V. R. S. Balasubba,Andhra Pradesh,CONG(I),20/03/1981 09/04/1984,Retirement
93,Rao Dr. K.V.P. Ramachandra,Andhra Pradesh,INC,10/04/2008 09/04/2014,Retirement
93,Rao Dr. K.V.P. Ramachandra,Andhra Pradesh,INC,10/04/2014 01/06/2014,"01/06/2014
Reorganisation of the State"
93,Rao Dr. K.V.P. Ramachandra,Telangana,INC,02/06/2014 09/04/2020,Retirement
94,Rao Shri Katragadda Srinivasa,Andhra Pradesh,IND.,03/04/1970 02/04/1976,Retirement
95,Rao Shri Kotamraju Rama,Madras,Congress,03/04/1952 02/04/1954,Retirement
96,Rao Shri Moturu Hanumantha,Andhra Pradesh,CPI(M),03/04/1988 02/04/1994,Retirement
97,Rao Shri Narla Venkateswara,Andhra Pradesh,Congress,03/04/1958 02/04/1964,Retirement
97,Rao Shri Narla Venkateswara,Andhra Pradesh,Congress,03/04/1964 02/04/1970,Retirement
98,Rao Shri R. Samba Siva,Andhra Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement
99,Rao Shri Raghavendra,Mysore,Congress,03/04/1954 02/04/1960,Retirement
100,Rao Smt. Rathnabai Sreenivasa,Andhra Pradesh,JAN,10/04/1972 09/04/1978,Retirement
101,Rao Shri S. V. Krishna Moorthy,Mysore,Congress,03/04/1952 02/04/1956,Retirement
101,Rao Shri S. V. Krishna Moorthy,Mysore,Congress,03/04/1956 02/04/1962,"01/03/1962
Elected to Lok Sabha"
102,Rao Shri T. Bhaskara,Madras,IND.,03/04/1952 02/04/1960,Retirement
103,Rao Shri V. C. Kesava,Andhra Pradesh,Congress,03/04/1956 02/04/1962,Retirement
103,Rao Shri V. C. Kesava,Andhra Pradesh,Congress,03/04/1962 02/04/1968,"14/03/1967
Resignation"
103,Rao Shri V. C. Kesava,Andhra Pradesh,Congress,03/04/1974 02/04/1980,Retirement
103,Rao Shri V. C. Kesava,Andhra Pradesh,CONG(I),03/04/1980 02/04/1986,Retirement
104,Rao Shri V. Hanumantha,Andhra Pradesh,CONG(I),03/04/1992 02/04/1998,Retirement
104,Rao Shri V. Hanumantha,Andhra Pradesh,INC,22/06/2004 21/06/2010,Retirement
104,Rao Shri V. Hanumantha,Andhra Pradesh,INC,22/06/2010 01/06/2014,"01/06/2014
Reorganisation of the State"
104,Rao Shri V. Hanumantha,Telangana,INC,02/06/2014 21/06/2016,Retirement
105,Rao Shri V. Prasad,Hyderabad,CPI,03/04/1954 02/04/1960,Retirement
106,Rao Shri V. Rajeshwar,Andhra Pradesh,CONG(I),03/04/1992 02/04/1998,Retirement
107,Rao Shri Yadlapati Venkat,Andhra Pradesh,TDP,03/04/1998 02/04/2004,Retirement
108,Rao Shri Yalla Sesi Bhushana,Andhra Pradesh,TDP,10/04/1984 09/04/1990,Retirement
109,Rapolu Shri Ananda Bhaskar,Andhra Pradesh,INC,03/04/2012 01/06/2014,"01/06/2014
Reorganisation of the State"
109,Rapolu Shri Ananda Bhaskar,Telangana,INC,02/06/2014 02/04/2018,Retirement
110,Rashid Mirza Abdul,Jammu & Kashmir,J&KNC,29/03/2000 29/11/2002,"29/11/2002
Retirement"
111,Rashtrapal Shri Praveen,Gujarat,INC,03/04/2006 02/04/2012,Retirement
111,Rashtrapal Shri Praveen,Gujarat,INC,03/04/2012 02/04/2018,"12/05/2016
Death"
112,Ratan Kumari Smt.,Madhya Pradesh,Congress,03/04/1976 02/04/1982,Retirement
112,Ratan Kumari Smt.,Madhya Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement
112,Ratan Kumari Smt.,Madhya Pradesh,CONG(I),03/04/1988 02/04/1994,Retirement
113,Ratanpuri Shri G. N.,Jammu & Kashmir,J&KNC,04/08/2009 15/02/2015,Retirement
114,Rath Shri Abhimanyu,Odisha,GP,03/04/1956 02/04/1962,Retirement
115,Rath Shri Baidyanath,Odisha,CPI,03/04/1952 02/04/1954,Retirement
116,Rathi Shri Kunj Bihari Lal,Uttar Pradesh,JS,03/04/1966 02/04/1972,"13/07/1968
Death"
117,Rathinavel Shri T.,Tamil Nadu,AIADMK,25/07/2013 24/07/2019,Retirement
118,Rathwa Shri Ramsinh,Gujarat,CONG(I),03/04/1982 02/04/1988,Retirement
118,Rathwa Shri Ramsinh,Gujarat,CONG(I),03/04/1988 02/04/1994,Retirement
119,Ratna Bai Smt. T.,Andhra Pradesh,INC,10/04/2008 09/04/2014,"14/03/2014
Resignation"
120,Raut Dr. Bharatkumar,Maharashtra,SS,03/04/2008 02/04/2014,Retirement
121,Raut Shri Rajaram Balkrishna,Bombay,O,03/04/1952 02/04/1958,"15/03/1957
Elected to Lok Sabha"
122,Ravi Shankar Pandit,Nominated,O,12/05/1986 11/05/1992,Retirement
123,Rawat Shri Harish,Uttarakhand,INC,26/11/2002 25/11/2008,Retirement
124,Ray Prof.(Smt) Bharati,West Bengal,CPI(M),03/04/1996 02/04/2002,Retirement
125,Ray Shri Deba Prasad,West Bengal,CONG(I),03/04/1984 02/04/1990,Retirement
126,Ray Shri Dilip,Odisha,BJD,03/04/1996 02/04/2002,Retirement
